Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,State,Region,Category,Sub Category,Product Name,Sales,Quantity,Discount,Profit
CA-2017-124086,2/10/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,California,West,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.983,2,0.15,16.7986
CA-2016-112389,10/29/2016,Standard Class,JM-15655,Jim Mitchum,Corporate,New Jersey,East,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74,3,0,0.4074
CA-2016-112389,10/29/2016,Standard Class,JM-15655,Jim Mitchum,Corporate,New Jersey,East,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",11.67,3,0,3.0342
CA-2017-121888,9/15/2017,Second Class,CL-11890,Carl Ludwig,Consumer,Massachusetts,East,Technology,Phones,GE DSL Phone Line Filter,39.99,1,0,11.5971
CA-2017-121888,9/15/2017,Second Class,CL-11890,Carl Ludwig,Consumer,Massachusetts,East,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2,0,6.512
CA-2017-121888,9/15/2017,Second Class,CL-11890,Carl Ludwig,Consumer,Massachusetts,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,3,0,203.5644
CA-2017-121888,9/15/2017,Second Class,CL-11890,Carl Ludwig,Consumer,Massachusetts,East,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,242.48,7,0,116.3904
CA-2014-166884,3/11/2014,Second Class,CK-12205,Chloris Kastensmidt,Consumer,Ohio,East,Furniture,Furnishings,Eldon Wave Desk Accessories,8.32,5,0.2,2.288
CA-2014-166884,3/11/2014,Second Class,CK-12205,Chloris Kastensmidt,Consumer,Ohio,East,Office Supplies,Fasteners,Stockwell Push Pins,10.464,6,0.2,1.7004
CA-2014-107181,2/04/2014,Standard Class,DB-13270,Deborah Brumfield,Home Office,California,West,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,3,0.2,29.0136
CA-2014-107181,2/04/2014,Standard Class,DB-13270,Deborah Brumfield,Home Office,California,West,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4,0,16.0928
CA-2014-150245,12/31/2014,Second Class,PC-18745,Pamela Coakley,Corporate,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.488,7,0.2,196.686
CA-2015-111395,11/23/2015,Standard Class,VB-21745,Victoria Brennan,Corporate,Texas,Central,Office Supplies,Paper,Xerox 1915,335.52,4,0.2,117.432
CA-2015-111395,11/23/2015,Standard Class,VB-21745,Victoria Brennan,Corporate,Texas,Central,Office Supplies,Binders,GBC Recycled Regency Composition Covers,23.912,2,0.8,-40.6504
CA-2015-111395,11/23/2015,Standard Class,VB-21745,Victoria Brennan,Corporate,Texas,Central,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",27.056,2,0.2,2.3674
CA-2014-134278,7/06/2014,First Class,EP-13915,Emily Phan,Consumer,New York,East,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.992,1,0.2,174.9975
US-2017-124926,11/13/2017,Second Class,ME-17320,Maria Etezadi,Home Office,Texas,Central,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.324,6,0.8,-24.7086
CA-2016-159345,6/17/2016,Standard Class,IG-15085,Ivan Gibson,Consumer,California,West,Office Supplies,Paper,Xerox 1934,111.96,2,0,54.8604
CA-2014-130274,5/03/2014,First Class,JS-15940,Joni Sundaresam,Home Office,Wisconsin,Central,Office Supplies,Labels,Avery 481,21.56,7,0,10.3488
CA-2017-158386,10/16/2017,Standard Class,BO-11425,Bobby Odegard,Consumer,Kentucky,South,Office Supplies,Binders,Large Capacity Hanging Post Binders,124.75,5,0,57.385
CA-2015-111507,2/06/2015,Standard Class,VW-21775,Victoria Wilson,Corporate,Washington,West,Office Supplies,Art,Newell 310,5.28,3,0,1.5312
CA-2017-120761,9/04/2017,Standard Class,AB-10150,Aimee Bixby,Consumer,New York,East,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,4,0,39.5428
CA-2016-109176,5/09/2016,Standard Class,JW-16075,Julia West,Consumer,Pennsylvania,East,Office Supplies,Envelopes,Staple envelope,9.344,1,0.2,3.504
CA-2016-109176,5/09/2016,Standard Class,JW-16075,Julia West,Consumer,Pennsylvania,East,Office Supplies,Art,Newell 319,79.36,5,0.2,9.92
CA-2015-112116,3/16/2015,Second Class,JE-15475,Jeremy Ellison,Consumer,Washington,West,Furniture,Tables,KI Adjustable-Height Table,171.96,2,0,44.7096
CA-2016-126809,4/09/2016,Standard Class,EB-13750,Edward Becker,Corporate,Washington,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352,9,0.2,12.8151
CA-2014-105172,4/04/2014,Standard Class,PK-18910,Paul Knutson,Home Office,California,West,Office Supplies,Labels,Avery 518,18.9,6,0,9.072
CA-2017-107293,9/05/2017,First Class,CS-12400,Christopher Schild,Home Office,Washington,West,Office Supplies,Art,Newell 333,2.78,1,0,0.7228
US-2017-102890,6/30/2017,Same Day,SG-20470,Sheri Gordon,Consumer,New York,East,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,5,0.4,-295.9785
CA-2015-158554,11/09/2015,Same Day,CM-12190,Charlotte Melton,Consumer,Pennsylvania,East,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,3,0.2,4.1151
CA-2014-116239,3/04/2014,Same Day,CL-12565,Clay Ludtke,Consumer,South Carolina,South,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0,17.745
CA-2015-132101,3/19/2015,Standard Class,JO-15550,Jesus Ocampo,Home Office,Washington,West,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,3,0.2,39.6879
CA-2015-129112,11/29/2015,First Class,AW-10840,Anthony Witt,Consumer,Texas,Central,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,21.48,3,0.2,-0.2685
CA-2015-129112,11/29/2015,First Class,AW-10840,Anthony Witt,Consumer,Texas,Central,Office Supplies,Binders,GBC Imprintable Covers,8.784,4,0.8,-13.6152
US-2017-152002,6/11/2017,Same Day,DV-13465,Dianna Vittorini,Consumer,California,West,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,0,60.2553
CA-2017-165029,11/26/2017,Standard Class,AH-10075,Adam Hart,Corporate,Georgia,South,Office Supplies,Art,Newell 347,12.84,3,0,3.7236
US-2014-157385,11/23/2014,First Class,SC-20095,Sanjit Chand,Consumer,California,West,Furniture,Chairs,Novimex Swivel Fabric Task Chair,603.92,5,0.2,-67.941
US-2014-157385,11/23/2014,First Class,SC-20095,Sanjit Chand,Consumer,California,West,Office Supplies,Envelopes,Pastel Pink Envelopes,21.84,3,0,10.4832
US-2014-157385,11/23/2014,First Class,SC-20095,Sanjit Chand,Consumer,California,West,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,29.99,1,0,6.2979
US-2014-157385,11/23/2014,First Class,SC-20095,Sanjit Chand,Consumer,California,West,Furniture,Chairs,Safco Contoured Stacking Chairs,381.44,2,0.2,23.84
CA-2014-101602,12/15/2014,First Class,MC-18100,Mick Crebagga,Consumer,Texas,Central,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3,0.2,-9.153
CA-2014-101602,12/15/2014,First Class,MC-18100,Mick Crebagga,Consumer,Texas,Central,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5,0.3,-21.808
CA-2016-109057,4/22/2016,Standard Class,TT-21460,Tonja Turnell,Home Office,Illinois,Central,Office Supplies,Storage,Pizazz Global Quick File,23.952,2,0.2,2.3952
CA-2016-154403,5/23/2016,Standard Class,AP-10720,Anne Pryor,Home Office,Alabama,South,Office Supplies,Paper,Xerox 1949,4.98,1,0,2.4402
CA-2016-102456,2/27/2016,First Class,DL-12865,Dan Lawera,Consumer,New York,East,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88,3,0,49.5552
CA-2015-131338,8/09/2015,First Class,NP-18325,Naresj Patel,Consumer,New York,East,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0,89.3142
CA-2015-131338,8/09/2015,First Class,NP-18325,Naresj Patel,Consumer,New York,East,Furniture,Tables,KI Conference Tables,382.806,9,0.4,-153.1224
CA-2015-131338,8/09/2015,First Class,NP-18325,Naresj Patel,Consumer,New York,East,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96,2,0,2.9372
CA-2015-131338,8/09/2015,First Class,NP-18325,Naresj Patel,Consumer,New York,East,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1217.568,2,0.2,456.588
CA-2015-131338,8/09/2015,First Class,NP-18325,Naresj Patel,Consumer,New York,East,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0,18.3456
CA-2015-131338,8/09/2015,First Class,NP-18325,Naresj Patel,Consumer,New York,East,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0,2.9568
CA-2015-131338,8/09/2015,First Class,NP-18325,Naresj Patel,Consumer,New York,East,Technology,Phones,Panasonic KX-TG9471B,979.95,5,0,274.386
CA-2015-131338,8/09/2015,First Class,NP-18325,Naresj Patel,Consumer,New York,East,Office Supplies,Paper,Xerox 1886,143.7,3,0,68.976
CA-2015-131338,8/09/2015,First Class,NP-18325,Naresj Patel,Consumer,New York,East,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0,5.0055
CA-2015-131338,8/09/2015,First Class,NP-18325,Naresj Patel,Consumer,New York,East,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,4,0,34.692
CA-2016-109911,5/12/2016,Standard Class,VG-21805,Vivek Grady,Corporate,Virginia,South,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,10.96,4,0,2.9592
US-2016-132423,4/15/2016,Standard Class,MY-18295,Muhammed Yedwab,Corporate,Texas,Central,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33.488,7,0.2,5.8604
US-2016-132423,4/15/2016,Standard Class,MY-18295,Muhammed Yedwab,Corporate,Texas,Central,Office Supplies,Fasteners,Ideal Clamps,8.04,5,0.2,2.9145
CA-2015-122826,6/23/2015,Second Class,RD-19480,Rick Duston,Consumer,Washington,West,Technology,Phones,Pyle PRT45 Retro Home Telephone,201.568,4,0.2,22.6764
CA-2014-117317,10/19/2014,Same Day,JF-15490,Jeremy Farry,Consumer,California,West,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,13.44,3,0,6.5856
CA-2015-118423,3/24/2015,First Class,DP-13390,Dennis Pardue,Home Office,Illinois,Central,Furniture,Bookcases,Sauder Inglewood Library Bookcases,359.058,3,0.3,-35.9058
CA-2017-149181,5/08/2017,Standard Class,MD-17350,Maribeth Dona,Consumer,Ohio,East,Furniture,Chairs,Global Chrome Stack Chair,47.992,2,0.3,-2.0568
CA-2017-132234,10/16/2017,First Class,MY-17380,Maribeth Yedwab,Corporate,New York,East,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,547.3,13,0,175.136
CA-2017-158876,11/19/2017,Second Class,AB-10150,Aimee Bixby,Consumer,Texas,Central,Office Supplies,Paper,Xerox 1901,16.896,4,0.2,5.28
CA-2017-158876,11/19/2017,Second Class,AB-10150,Aimee Bixby,Consumer,Texas,Central,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,6.672,1,0.2,0.5004
CA-2017-158876,11/19/2017,Second Class,AB-10150,Aimee Bixby,Consumer,Texas,Central,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744
CA-2017-158876,11/19/2017,Second Class,AB-10150,Aimee Bixby,Consumer,Texas,Central,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,2,0.6,-13.993
CA-2016-164672,5/08/2016,Second Class,GB-14530,George Bell,Corporate,Delaware,East,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96,2,0,42.392
US-2016-132857,12/11/2016,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Tennessee,South,Office Supplies,Art,Prang Drawing Pencil Set,6.672,3,0.2,1.668
CA-2017-116645,11/30/2017,Standard Class,ME-17725,Max Engle,Consumer,Delaware,East,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",155.94,6,0,45.2226
US-2016-115819,4/19/2016,Second Class,JO-15280,Jas O'Carroll,Consumer,California,West,Technology,Phones,PowerGen Dual USB Car Charger,39.96,5,0.2,12.987
US-2016-115819,4/19/2016,Second Class,JO-15280,Jas O'Carroll,Consumer,California,West,Office Supplies,Art,Newell 307,5.46,3,0,1.5288
US-2016-115819,4/19/2016,Second Class,JO-15280,Jas O'Carroll,Consumer,California,West,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2,5,0,21.228
US-2016-115819,4/19/2016,Second Class,JO-15280,Jas O'Carroll,Consumer,California,West,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",5.84,1,0.2,1.971
US-2016-115819,4/19/2016,Second Class,JO-15280,Jas O'Carroll,Consumer,California,West,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0,10.224
US-2016-115819,4/19/2016,Second Class,JO-15280,Jas O'Carroll,Consumer,California,West,Office Supplies,Binders,Avery Binder Labels,9.336,3,0.2,3.2676
CA-2014-156349,5/26/2014,Standard Class,ML-17395,Marina Lichtenstein,Corporate,California,West,Furniture,Bookcases,Sauder Inglewood Library Bookcases,290.666,2,0.15,27.3568
CA-2014-156349,5/26/2014,Standard Class,ML-17395,Marina Lichtenstein,Corporate,California,West,Technology,Phones,VTech DS6151,201.584,2,0.2,20.1584
CA-2014-156349,5/26/2014,Standard Class,ML-17395,Marina Lichtenstein,Corporate,California,West,Technology,Phones,netTALK DUO VoIP Telephone Service,83.984,2,0.2,31.494
CA-2017-138380,12/21/2017,Standard Class,YS-21880,Yana Sorensen,Corporate,California,West,Office Supplies,Storage,Letter Size Cart,1000.02,7,0,290.0058
US-2016-113509,3/15/2016,Standard Class,PL-18925,Paul Lucas,Home Office,Pennsylvania,East,Technology,Accessories,V7 USB Numeric Keypad,83.976,3,0.2,-13.6461
CA-2015-130022,8/10/2015,Standard Class,JK-16120,Julie Kriz,Home Office,Minnesota,Central,Office Supplies,Labels,Avery 480,3.75,1,0,1.8
CA-2015-130022,8/10/2015,Standard Class,JK-16120,Julie Kriz,Home Office,Minnesota,Central,Office Supplies,Labels,Avery 489,41.4,4,0,19.872
CA-2015-130022,8/10/2015,Standard Class,JK-16120,Julie Kriz,Home Office,Minnesota,Central,Office Supplies,Art,Peel-Off China Markers,29.79,3,0,12.5118
US-2016-118780,9/10/2016,Second Class,PN-18775,Parhena Norris,Home Office,New York,East,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59.48,2,0,8.922
US-2016-118780,9/10/2016,Second Class,PN-18775,Parhena Norris,Home Office,New York,East,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69,1,0,3.0774
CA-2017-108560,7/08/2017,Standard Class,JC-15385,Jenna Caffey,Consumer,Washington,West,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0,99.23
CA-2017-108560,7/08/2017,Standard Class,JC-15385,Jenna Caffey,Consumer,Washington,West,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48,8,0,385.3752
CA-2017-108560,7/08/2017,Standard Class,JC-15385,Jenna Caffey,Consumer,Washington,West,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",23.168,2,0.2,7.8192
CA-2017-108560,7/08/2017,Standard Class,JC-15385,Jenna Caffey,Consumer,Washington,West,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50,2,0,10.5
CA-2015-157084,12/19/2015,Standard Class,JG-15160,James Galang,Consumer,California,West,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96,5,0.2,84.495
CA-2015-157084,12/19/2015,Standard Class,JG-15160,James Galang,Consumer,California,West,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1265.85,3,0,556.974
CA-2015-164539,11/16/2015,Standard Class,PO-19180,Philisse Overcash,Home Office,New York,East,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25,5,0,141.2775
CA-2015-143119,9/24/2015,Standard Class,MC-17275,Marc Crier,Consumer,Louisiana,South,Furniture,Chairs,Harbour Creations Steel Folding Chair,517.5,6,0,155.25
CA-2017-101049,6/21/2017,Second Class,AS-10240,Alan Shonely,Consumer,Ohio,East,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",17.92,5,0.2,2.464
CA-2017-101049,6/21/2017,Second Class,AS-10240,Alan Shonely,Consumer,Ohio,East,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,41.256,6,0.7,-34.38
CA-2016-106530,5/08/2016,Same Day,CL-12565,Clay Ludtke,Consumer,Ohio,East,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,3,0.2,88.0299
CA-2016-106530,5/08/2016,Same Day,CL-12565,Clay Ludtke,Consumer,Ohio,East,Office Supplies,Paper,Xerox 1898,10.688,2,0.2,3.7408
CA-2016-106530,5/08/2016,Same Day,CL-12565,Clay Ludtke,Consumer,Ohio,East,Office Supplies,Paper,Xerox 222,10.368,2,0.2,3.6288
CA-2016-106530,5/08/2016,Same Day,CL-12565,Clay Ludtke,Consumer,Ohio,East,Office Supplies,Storage,Hanging Personal Folder File,25.12,2,0.2,1.57
CA-2016-106530,5/08/2016,Same Day,CL-12565,Clay Ludtke,Consumer,Ohio,East,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2,0.2,7.264
CA-2014-168984,11/26/2014,Standard Class,NW-18400,Natalie Webber,Consumer,Oregon,West,Office Supplies,Paper,Xerox 2,15.552,3,0.2,5.4432
CA-2014-168984,11/26/2014,Standard Class,NW-18400,Natalie Webber,Consumer,Oregon,West,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669.08,5,0.2,-167.27
CA-2014-168984,11/26/2014,Standard Class,NW-18400,Natalie Webber,Consumer,Oregon,West,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336,4,0.2,-87.6672
CA-2016-157266,5/26/2016,Standard Class,TB-21280,Toby Braunhardt,Consumer,District of Columbia,East,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),19.44,3,0,9.3312
CA-2016-157266,5/26/2016,Standard Class,TB-21280,Toby Braunhardt,Consumer,District of Columbia,East,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0,4.4344
CA-2016-157266,5/26/2016,Standard Class,TB-21280,Toby Braunhardt,Consumer,District of Columbia,East,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,2,0,5.842
CA-2016-157266,5/26/2016,Standard Class,TB-21280,Toby Braunhardt,Consumer,District of Columbia,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3,0,17.3754
US-2014-134712,11/29/2014,Standard Class,BS-11380,Bill Stewart,Corporate,Illinois,Central,Office Supplies,Fasteners,Staples,12.624,2,0.2,3.945
CA-2015-111829,3/19/2015,First Class,FH-14365,Fred Hopkins,Corporate,Washington,West,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3,0,349.3392
CA-2015-111829,3/19/2015,First Class,FH-14365,Fred Hopkins,Corporate,Washington,West,Technology,Copiers,Canon PC940 Copier,3149.93,7,0,1480.4671
CA-2015-111829,3/19/2015,First Class,FH-14365,Fred Hopkins,Corporate,Washington,West,Office Supplies,Paper,Multicolor Computer Printout Paper,209.7,2,0,100.656
CA-2015-105221,11/01/2015,First Class,VM-21685,Valerie Mitchum,Home Office,Pennsylvania,East,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36,2,0.2,-3.094
CA-2015-105221,11/01/2015,First Class,VM-21685,Valerie Mitchum,Home Office,Pennsylvania,East,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.168,2,0.2,-0.7128
CA-2015-120341,9/26/2015,Second Class,SF-20200,Sarah Foster,Consumer,Pennsylvania,East,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104,6,0.7,-100.92
CA-2015-120341,9/26/2015,Second Class,SF-20200,Sarah Foster,Consumer,Pennsylvania,East,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,45.894,1,0.4,-9.1788
CA-2014-135699,8/29/2014,Same Day,HH-15010,Hilary Holden,Corporate,California,West,Office Supplies,Paper,Xerox 1940,109.92,2,0,53.8608
CA-2014-135699,8/29/2014,Same Day,HH-15010,Hilary Holden,Corporate,California,West,Office Supplies,Paper,Xerox 1986,13.36,2,0,6.4128
US-2017-132444,11/18/2017,First Class,CD-12280,Christina DeMoss,Consumer,Washington,West,Office Supplies,Storage,Eldon Portable Mobile Manager,169.68,6,0,45.8136
US-2017-132444,11/18/2017,First Class,CD-12280,Christina DeMoss,Consumer,Washington,West,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,4,0,54.3332
US-2017-132444,11/18/2017,First Class,CD-12280,Christina DeMoss,Consumer,Washington,West,Office Supplies,Fasteners,Binder Clips by OIC,2.96,2,0,1.4208
US-2017-132444,11/18/2017,First Class,CD-12280,Christina DeMoss,Consumer,Washington,West,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",8.448,2,0.2,2.9568
US-2017-132444,11/18/2017,First Class,CD-12280,Christina DeMoss,Consumer,Washington,West,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0,9.594
CA-2014-127159,5/12/2014,First Class,HL-15040,Hunter Lopez,Consumer,Wisconsin,Central,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",34.79,7,0,10.7849
CA-2017-161809,1/20/2017,Standard Class,TH-21100,Thea Hendricks,Consumer,California,West,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.776,3,0.2,10.0485
CA-2017-127285,10/30/2017,Standard Class,MM-18055,Michelle Moray,Consumer,Washington,West,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752,3,0.2,27.735
CA-2017-127285,10/30/2017,Standard Class,MM-18055,Michelle Moray,Consumer,Washington,West,Office Supplies,Binders,Cardinal Slant-D Ring Binders,13.904,2,0.2,5.214
CA-2017-144526,4/30/2017,Standard Class,QJ-19255,Quincy Jones,Corporate,Pennsylvania,East,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,5,0.4,-158.102
CA-2017-144526,4/30/2017,Standard Class,QJ-19255,Quincy Jones,Corporate,Pennsylvania,East,Office Supplies,Binders,GBC VeloBind Cover Sets,13.896,3,0.7,-9.264
CA-2016-128531,11/24/2016,Second Class,NS-18505,Neola Schneider,Consumer,Texas,Central,Office Supplies,Storage,Sterilite Officeware Hinged File Box,41.92,5,0.2,3.668
CA-2016-128531,11/24/2016,Second Class,NS-18505,Neola Schneider,Consumer,Texas,Central,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,297.576,3,0.2,-7.4394
CA-2016-128531,11/24/2016,Second Class,NS-18505,Neola Schneider,Consumer,Texas,Central,Office Supplies,Fasteners,Colored Push Pins,4.344,3,0.2,0.8688
CA-2016-128531,11/24/2016,Second Class,NS-18505,Neola Schneider,Consumer,Texas,Central,Technology,Accessories,Logitech G105 Gaming Keyboard,94.992,2,0.2,-2.3748
CA-2016-128531,11/24/2016,Second Class,NS-18505,Neola Schneider,Consumer,Texas,Central,Office Supplies,Paper,Xerox 1925,74.352,3,0.2,23.235
CA-2016-128531,11/24/2016,Second Class,NS-18505,Neola Schneider,Consumer,Texas,Central,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,3,0.2,1.5795
US-2015-157154,1/10/2015,Standard Class,MM-17920,Michael Moore,Consumer,New York,East,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1018.104,4,0.4,-373.3048
CA-2017-159457,10/19/2017,Standard Class,RD-19480,Rick Duston,Consumer,Texas,Central,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,16.68,3,0.2,5.2125
CA-2016-107615,3/22/2016,First Class,RB-19645,Robert Barroso,Corporate,Nevada,West,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,58.58,2,0,19.3314
CA-2017-111647,7/03/2017,Standard Class,RD-19585,Rob Dowd,Consumer,Texas,Central,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988
CA-2015-150560,12/11/2015,First Class,SW-20455,Shaun Weien,Consumer,Virginia,South,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,2,0,96.3438
CA-2015-143077,9/17/2015,Standard Class,SF-20965,Sylvia Foulston,Corporate,Texas,Central,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,21.936,2,0.6,-10.4196
CA-2015-143077,9/17/2015,Standard Class,SF-20965,Sylvia Foulston,Corporate,Texas,Central,Office Supplies,Binders,GBC Imprintable Covers,6.588,3,0.8,-10.2114
CA-2016-122728,5/18/2016,Standard Class,EB-13930,Eric Barreto,Consumer,California,West,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,0,26.07
CA-2016-122728,5/18/2016,Standard Class,EB-13930,Eric Barreto,Consumer,California,West,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,0,8.7906
CA-2014-122882,9/07/2014,Standard Class,SB-20290,Sean Braxton,Corporate,Pennsylvania,East,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,1,0.2,-14.5764
CA-2014-122882,9/07/2014,Standard Class,SB-20290,Sean Braxton,Corporate,Pennsylvania,East,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.382,3,0.4,4.3176
CA-2014-122882,9/07/2014,Standard Class,SB-20290,Sean Braxton,Corporate,Pennsylvania,East,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,42.368,2,0.2,8.4736
CA-2014-122882,9/07/2014,Standard Class,SB-20290,Sean Braxton,Corporate,Pennsylvania,East,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,4,0.7,-559.356
US-2016-101497,9/29/2016,Second Class,PS-18760,Pamela Stobb,Consumer,California,West,Office Supplies,Paper,Xerox 1887,18.97,1,0,9.1056
CA-2016-147585,11/07/2016,Standard Class,CB-12535,Claudia Bergmann,Corporate,California,West,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,0,6.2244
